theta_jn	psi	phase	spin1	spin2	geocent_time	ms	mr	ra	dec	luminosity_distance_Mpc	mass_1_source	mass_2_source	lambda1	lambda2	H1	L1	V1	K1
0.23605561744480602	1.143183641940582	3.668723835048816	-0.00362404517480855	0.017264980933965036	1354681178.0634665	1.2088297463738824	1.3718878419810072	5.7971994241593165	0.02006212341936182	367.712944463	1.3718878419810072	1.2088297463738824	300.63039846271323	641.4693982852024	True	False	True	False
2.1776636481392337	1.0630886648091302	0.11074934111904605	0.008533445191588761	-0.0009806308216423977	1341289766.210071	1.4010907782748554	1.3434527941721617	4.235524086224528	0.9375355569304167	137.04504692555867	1.4010907782748554	1.3434527941721617	262.96180809998793	339.8748320043493	False	False	False	False
2.687208688776628	1.4390797506902566	4.757698090162159	-0.013129911498448757	-0.01142879203618713	1355719623.513327	1.250945662350515	1.3710014224279905	2.89952903899959	0.06490626275973566	142.13990536934807	1.3710014224279905	1.250945662350515	301.8686790689806	524.3309494297439	False	True	True	True
1.4542514549303474	0.35297955242490964	1.9780604628179541	-0.008295953737291471	-0.0009384130160236718	1351890153.2463648	1.3273748128637202	1.3312882633957557	3.1890784199607483	-0.4034717599875162	278.923646163	1.3312882633957557	1.3273748128637202	360.76759037640517	367.0559089340718	True	False	False	True
1.826517879717806	2.2507214981623065	1.3173806477114207	-0.005793108157443806	-0.00391022098189739	1354932669.9596303	1.2302159507365744	1.570047802023776	2.567816726647501	0.6507151192783255	267.905017567	1.570047802023776	1.2302159507365744	123.33433488880334	578.8510694508478	True	True	True	False
0.6222467296456533	2.350686925697042	5.490971540846435	0.03576774450099712	-0.01385902016971228	1340606378.4105756	1.2723755527542147	1.3057701601320402	3.27373870456151	-0.20417421840519556	324.103589508	1.3057701601320402	1.2723755527542147	406.50260544109534	479.4530148377396	False	True	False	False
1.903887946760533	2.916556322123065	5.575937172493946	0.01436951872980898	-0.015939698631656535	1354581168.9416745	1.2233517644771659	1.3190253410610693	0.55636523790939	-0.07737829972254259	196.72642874337143	1.3190253410610693	1.2233517644771659	380.68606382618293	599.0741408579682	True	True	False	False
1.9025852591592356	1.0354966091869908	0.34701847130723634	-0.002683403234959263	-0.0038503376267754585	1339588887.7752447	1.1824063735957901	1.5502325310960838	3.4187124019366086	1.0298153633903808	295.860120056	1.5502325310960838	1.1824063735957901	134.58804388939674	728.0476130809595	False	False	False	False
2.0030440761760326	1.0470689923396574	6.159046985303127	-0.0006467138177762692	-0.0036877523456170444	1328829416.8513484	1.3252179636767083	1.306248690562509	3.1395157117799197	-0.02000985080826459	343.558	1.3252179636767083	1.306248690562509	370.48984435759263	405.4661463646779	True	True	False	True
1.8694798171553901	0.42579209194365886	5.115284890107377	-0.0030350311046964903	0.011679261351750486	1350395483.1406102	1.3157668795067083	1.3630744292862658	3.874683299304971	0.17312479355892393	131.17268542122164	1.3630744292862658	1.3157668795067083	312.3060710487141	386.45639326955165	False	False	False	True
0.54038213051069	3.1026687317922175	3.2731790160395717	-0.009222970314816677	-0.004393111540759722	1330047918.7970777	1.381143858885201	1.3484076431845888	2.3165626530954864	-0.6682664818489383	298.904182063	1.381143858885201	1.3484076431845888	287.2679805085963	331.9563821056304	True	False	False	False
